symbol	Ensembl_Gene	Ensembl_nuc	five_utr_written	cds_written	three_utr_written	error
BCL2A1	ENSG00000140379.10	ENST00000267953.4	True	True	True	
BCL2L1	ENSG00000171552.16	ENST00000307677.5	True	True	True	
BCL2L2	ENSG00000129473.13	ENST00000250405.10	True	True	True	
BCL3	ENSG00000069399.16	ENST00000164227.10	True	True	True	
BCL6	ENSG00000113916.19	ENST00000406870.7	True	True	True	
BCL7A	ENSG00000110987.11	ENST00000261822.5	True	True	True	
BCL9	ENSG00000116128.13	ENST00000234739.8	True	True	True	
TNFRSF17	ENSG00000048462.12	ENST00000053243.6	True	True	True	
HCN2	ENSG00000099822.3	ENST00000251287.3	True	True	True	
OPN1SW	ENSG00000128617.4	ENST00000249389.3	True	True	True	
BCR	ENSG00000186716.23	ENST00000305877.13	True	True	True	
BCS1L	ENSG00000074582.17	ENST00000359273.8	True	True	True	
BDH1	ENSG00000161267.14	ENST00000392379.6	True	True	True	
BDKRB1	ENSG00000100739.13	ENST00000216629.11	True	True	True	
BDKRB2	ENSG00000168398.9	ENST00000554311.2	True	True	True	
BDNF	ENSG00000176697.22	ENST00000356660.9	True	True	True	
CFB	ENSG00000243649.12	ENST00000425368.7	True	True	True	
BFSP1	ENSG00000125864.15	ENST00000377873.8	True	True	True	
BGLAP	ENSG00000242252.3	ENST00000368272.5	True	True	True	
BGN	ENSG00000182492.18	ENST00000331595.9	True	True	True	
CEACAM1	ENSG00000079385.25	ENST00000161559.11	True	True	True	
BHMT	ENSG00000145692.17	ENST00000274353.10	True	True	True	
BICD1	ENSG00000151746.17	ENST00000652176.1	True	True	True	
BID	ENSG00000015475.21	ENST00000622694.5	True	True	True	
BIK	ENSG00000100290.5	ENST00000216115.3	True	True	True	
PRDM1	ENSG00000057657.19	ENST00000369096.9	True	True	True	
BLK	ENSG00000136573.17	ENST00000259089.9	True	True	True	
BLM	ENSG00000197299.15	ENST00000355112.8	True	True	True	
BLMH	ENSG00000108578.17	ENST00000261714.11	True	True	True	
CXCR5	ENSG00000160683.6	ENST00000292174.5	True	True	True	
BLVRA	ENSG00000106605.13	ENST00000265523.9	True	True	True	
BLVRB	ENSG00000090013.13	ENST00000263368.9	True	True	True	
BNC1	ENSG00000169594.14	ENST00000345382.7	True	True	True	
BMI1	ENSG00000168283.16	ENST00000376663.8	True	True	True	
BMP1	ENSG00000168487.21	ENST00000306349.13	True	True	True	
BMP1	ENSG00000168487.21	ENST00000306385.10	True	True	True	
BMP2	ENSG00000125845.9	ENST00000378827.5	True	True	True	
BMP3	ENSG00000152785.10	ENST00000282701.4	True	True	True	
BMP4	ENSG00000125378.18	ENST00000245451.9	True	True	True	
BMP5	ENSG00000112175.10	ENST00000370830.4	True	True	True	
BMP6	ENSG00000153162.11	ENST00000283147.7	True	True	True	
BMP7	ENSG00000101144.14	ENST00000395863.8	True	True	True	
BMP8B	ENSG00000116985.13	ENST00000372827.8	True	True	True	
BMPR1A	ENSG00000107779.18	ENST00000372037.8	True	True	True	
BMPR1B	ENSG00000138696.13	ENST00000515059.6	True	True	True	
BMPR2	ENSG00000204217.17	ENST00000374580.10	True	True	True	
BMX	ENSG00000102010.17	ENST00000348343.11	True	True	True	
POLR3D	ENSG00000168495.15	ENST00000306433.9	True	True	True	
BNIP1	ENSG00000113734.20	ENST00000351486.10	True	True	True	
BNIP2	ENSG00000140299.16	ENST00000607373.6	True	True	True	
BNIP3	ENSG00000176171.14	ENST00000368636.9	True	True	True	
BNIP3L	ENSG00000104765.18	ENST00000380629.7	True	True	True	
BOK	ENSG00000176720.8	ENST00000318407.5	True	True	True	
DST	ENSG00000151914.23	ENST00000370765.11	True	True	True	
DST	ENSG00000151914.23	ENST00000680361.1	True	True	True	
FOXL2	ENSG00000183770.7	ENST00000648323.1	True	True	True	
BPGM	ENSG00000172331.14	ENST00000344924.8	True	True	True	
BPHL	ENSG00000137274.16	ENST00000380379.10	True	True	True	
BPI	ENSG00000101425.17	ENST00000642449.2	True	True	True	
BRCA1	ENSG00000012048.28	ENST00000357654.9	True	True	True	
BRAF	ENSG00000157764.16	ENST00000644969.2	True	True	True	
BRAF	ENSG00000157764.16	ENST00000646891.2	True	True	True	
BRCA2	ENSG00000139618.19	ENST00000380152.8	True	True	True	
BRDT	ENSG00000137948.20	ENST00000399546.7	True	True	True	
ZFP36L1	ENSG00000185650.12	ENST00000439696.3	True	True	True	
ZFP36L2	ENSG00000152518.10	ENST00000282388.4	True	True	True	
BRS3	ENSG00000102239.6	ENST00000370648.4	True	True	True	
BSG	ENSG00000172270.24	ENST00000333511.9	True	True	True	
BST1	ENSG00000109743.14	ENST00000265016.9	True	True	True	
BST2	ENSG00000130303.16	ENST00000252593.7	True	True	True	
BTC	ENSG00000174808.14	ENST00000395743.8	True	True	True	
BTD	ENSG00000169814.20	ENST00000643237.3	True	True	True	
KLF9	ENSG00000119138.6	ENST00000377126.4	True	True	True	
KLF5	ENSG00000102554.16	ENST00000377687.6	True	True	True	
BTF3	ENSG00000145741.18	ENST00000380591.8	True	True	True	
BTG1	ENSG00000133639.7	ENST00000256015.5	True	True	True	
BTK	ENSG00000010671.20	ENST00000308731.8	True	True	True	
BTN1A1	ENSG00000124557.14	ENST00000684113.1	True	True	True	
BUB1	ENSG00000169679.17	ENST00000302759.11	True	True	True	
BUB1B	ENSG00000156970.15	ENST00000287598.11	True	True	True	
BYSL	ENSG00000112578.13	ENST00000230340.9	True	True	True	
TSPO	ENSG00000100300.20	ENST00000337554.8	True	True	True	
C1QBP	ENSG00000108561.9	ENST00000225698.8	True	True	True	
SERPING1	ENSG00000149131.19	ENST00000278407.9	True	True	True	
C1QA	ENSG00000173372.20	ENST00000374642.8	True	True	True	
C1QB	ENSG00000173369.20	ENST00000509305.6	True	True	True	
C1QC	ENSG00000159189.15	ENST00000374640.9	True	True	True	
C1R	ENSG00000159403.20	ENST00000647956.2	True	True	True	
C1S	ENSG00000182326.19	ENST00000360817.10	True	True	True	
C2	ENSG00000166278.18	ENST00000299367.10	True	True	True	
C3	ENSG00000125730.20	ENST00000245907.11	True	True	True	
C3AR1	ENSG00000171860.7	ENST00000307637.5	True	True	True	
C4A	ENSG00000244731.12	ENST00000428956.7	True	True	True	
C4B	ENSG00000224389.11	ENST00000435363.7	True	True	True	
C4BPA	ENSG00000123838.13	ENST00000367070.8	True	True	True	
C4BPB	ENSG00000123843.15	ENST00000367078.8	True	True	True	
CAPN5	ENSG00000149260.20	ENST00000648180.1	True	True	True	
C5	ENSG00000106804.12	ENST00000223642.3	True	True	True	
C5AR1	ENSG00000197405.9	ENST00000355085.4	True	True	True	
C6	ENSG00000039537.18	ENST00000337836.10	True	True	True	
C7	ENSG00000112936.23	ENST00000313164.10	True	True	True	
C8A	ENSG00000157131.14	ENST00000361249.4	True	True	True	
C8B	ENSG00000021852.16	ENST00000371237.9	True	True	True	
C8G	ENSG00000176919.15	ENST00000371634.7	True	True	True	
OSGIN2	ENSG00000164823.13	ENST00000451899.7	True	True	True	
C9	ENSG00000113600.14	ENST00000263408.5	True	True	True	
VPS51	ENSG00000149823.12	ENST00000279281.8	True	True	True	
MRPL49	ENSG00000149792.11	ENST00000279242.7	True	True	True	
ZNHIT2	ENSG00000174276.7	ENST00000310597.6	True	True	True	
MPPED2	ENSG00000066382.19	ENST00000358117.10	True	True	True	
MYRF	ENSG00000124920.16	ENST00000278836.10	True	True	True	
TMEM258	ENSG00000134825.18	ENST00000537328.6	True	True	True	
DAGLA	ENSG00000134780.12	ENST00000257215.10	True	True	True	
FMNL1	ENSG00000184922.17	ENST00000331495.8	True	True	True	
LDLRAD4	ENSG00000168675.21	ENST00000359446.11	True	True	True	
PTTG1IP	ENSG00000183255.14	ENST00000330938.8	True	True	True	
CFAP410	ENSG00000160226.17	ENST00000339818.9	True	True	True	
TMEM50B	ENSG00000142188.19	ENST00000542230.7	True	True	True	
MPPED1	ENSG00000186732.16	ENST00000443721.2	True	True	True	
CA1	ENSG00000133742.16	ENST00000523022.6	True	True	True	
CA2	ENSG00000104267.12	ENST00000285379.10	True	True	True	
CA3	ENSG00000164879.9	ENST00000285381.3	True	True	True	
CA4	ENSG00000167434.12	ENST00000300900.9	True	True	True	
CA5A	ENSG00000174990.10	ENST00000649794.3	True	True	True	
CA6	ENSG00000131686.15	ENST00000377443.7	True	True	True	
CA7	ENSG00000168748.15	ENST00000338437.7	True	True	True	
CA8	ENSG00000178538.12	ENST00000317995.5	True	True	True	
CA9	ENSG00000107159.16	ENST00000378357.9	True	True	True	
CA11	ENSG00000063180.11	ENST00000084798.9	True	True	True	
CA12	ENSG00000074410.16	ENST00000178638.8	True	True	True	
CACNA1A	ENSG00000141837.24	ENST00000360228.11	True	True	True	
CACNA1A	ENSG00000141837.24	ENST00000638009.2	True	True	True	
CACNA1B	ENSG00000148408.17	ENST00000371372.6	True	True	True	
CACNA1C	ENSG00000151067.24	ENST00000399603.6	True	True	True	
CACNA1C	ENSG00000151067.24	ENST00000399655.6	True	True	True	
CACNA1D	ENSG00000157388.21	ENST00000288139.11	True	True	True	
CACNA1D	ENSG00000157388.21	ENST00000350061.11	True	True	True	
CACNA1E	ENSG00000198216.15	ENST00000367573.7	True	True	True	
CACNA1F	ENSG00000102001.14	ENST00000323022.10	True	True	True	
CACNA1S	ENSG00000081248.14	ENST00000362061.4	True	True	True	
DDR1	ENSG00000204580.16	ENST00000376568.8	True	True	True	
CACNA2D1	ENSG00000153956.19	ENST00000356860.8	True	True	True	
CACNB1	ENSG00000067191.19	ENST00000394303.8	True	True	True	
CACNB2	ENSG00000165995.25	ENST00000324631.13	True	True	True	
CACNB2	ENSG00000165995.25	ENST00000377329.10	True	True	True	
CACNB3	ENSG00000167535.10	ENST00000301050.7	True	True	True	
CACNB4	ENSG00000182389.21	ENST00000539935.7	True	True	True	
CACNG1	ENSG00000108878.7	ENST00000226021.5	True	True	True	
SLC25A20	ENSG00000178537.12	ENST00000319017.5	True	True	True	
CAD	ENSG00000084774.16	ENST00000264705.9	True	True	True	
CALB1	ENSG00000104327.9	ENST00000265431.7	True	True	True	
CALB2	ENSG00000172137.21	ENST00000302628.9	True	True	True	
S100G	ENSG00000169906.5	ENST00000380200.3	True	True	True	
CALCA	ENSG00000110680.15	ENST00000331587.9	True	True	True	
CALCB	ENSG00000175868.16	ENST00000324229.11	True	True	True	
CALCR	ENSG00000004948.17	ENST00000426151.7	True	True	True	
CALD1	ENSG00000122786.22	ENST00000361675.7	True	True	True	
CALM1	ENSG00000198668.16	ENST00000356978.9	True	True	True	
CALM2	ENSG00000143933.22	ENST00000272298.12	True	True	True	
CALM3	ENSG00000160014.19	ENST00000291295.14	True	True	True	
CALML3	ENSG00000178363.5	ENST00000315238.3	True	True	True	
CALR	ENSG00000179218.17	ENST00000316448.10	True	True	True	
CALU	ENSG00000128595.19	ENST00000249364.9	True	True	True	
CAMK4	ENSG00000152495.13	ENST00000282356.9	True	True	True	
CAMK2A	ENSG00000070808.19	ENST00000671881.1	True	True	True	
CAMK2B	ENSG00000058404.23	ENST00000395749.7	True	True	True	
CAMK2D	ENSG00000145349.22	ENST00000511664.6	True	True	True	
CAMK2G	ENSG00000148660.24	ENST00000423381.6	True	True	True	
CAMLG	ENSG00000164615.8	ENST00000297156.4	True	True	True	
CAMP	ENSG00000164047.7	ENST00000652295.2	True	True	True	
CANX	ENSG00000127022.18	ENST00000247461.9	True	True	True	
CAPG	ENSG00000042493.18	ENST00000263867.9	True	True	True	
CAPN1	ENSG00000014216.18	ENST00000279247.11	True	True	True	
CAPN2	ENSG00000162909.20	ENST00000295006.6	True	True	True	
CAPN3	ENSG00000092529.27	ENST00000397163.8	True	True	True	
CAPNS1	ENSG00000126247.13	ENST00000246533.8	True	True	True	
CAPN6	ENSG00000077274.11	ENST00000324068.2	True	True	True	
CAPS	ENSG00000105519.19	ENST00000588776.8	True	True	True	
CAPZA1	ENSG00000116489.15	ENST00000263168.4	True	True	True	
CAPZA2	ENSG00000198898.18	ENST00000361183.8	True	True	True	
CAST	ENSG00000310517.3	ENST00000675179.1	True	True	True	
CAPZB	ENSG00000077549.21	ENST00000264202.8	True	True	True	
CARS1	ENSG00000110619.20	ENST00000380525.9	True	True	True	
CASP1	ENSG00000137752.27	ENST00000533400.6	True	True	True	
CASP2	ENSG00000106144.22	ENST00000310447.10	True	True	True	
CASP3	ENSG00000164305.22	ENST00000308394.9	True	True	True	
CASP4	ENSG00000196954.15	ENST00000444739.7	True	True	True	
CASP5	ENSG00000137757.13	ENST00000260315.8	True	True	True	
CASP6	ENSG00000138794.11	ENST00000265164.7	True	True	True	
CASP7	ENSG00000165806.23	ENST00000369318.8	True	True	True	
CASP8	ENSG00000064012.26	ENST00000673742.1	True	True	True	
CASP9	ENSG00000132906.20	ENST00000333868.10	True	True	True	
CASP10	ENSG00000003400.18	ENST00000286186.11	True	True	True	
CASQ1	ENSG00000143318.15	ENST00000368078.8	True	True	True	
CASQ2	ENSG00000118729.17	ENST00000261448.6	True	True	True	
CASR	ENSG00000036828.19	ENST00000639785.2	True	True	True	
CAT	ENSG00000121691.9	ENST00000241052.5	True	True	True	
CAV1	ENSG00000105974.15	ENST00000341049.7	True	True	True	
CAV2	ENSG00000105971.17	ENST00000222693.5	True	True	True	
CAV3	ENSG00000182533.8	ENST00000343849.3	True	True	True	
RUNX2	ENSG00000124813.25	ENST00000647337.2	True	True	True	
RUNX1	ENSG00000159216.22	ENST00000675419.1	True	True	True	
RUNX1T1	ENSG00000079102.20	ENST00000523629.7	True	True	True	
CBFA2T3	ENSG00000129993.16	ENST00000268679.9	True	True	True	
RUNX3	ENSG00000020633.20	ENST00000308873.11	True	True	True	
CBFB	ENSG00000067955.17	ENST00000412916.7	True	True	True	
SERPINA6	ENSG00000170099.8	ENST00000341584.4	True	True	True	
CBL	ENSG00000110395.9	ENST00000264033.6	True	True	True	
CBLB	ENSG00000114423.25	ENST00000394030.8	True	True	True	
CBLN1	ENSG00000102924.14	ENST00000219197.11	True	True	True	
SERPINH1	ENSG00000149257.18	ENST00000358171.8	True	True	True	
CBR1	ENSG00000159228.14	ENST00000290349.11	True	True	True	
CBR3	ENSG00000159231.8	ENST00000290354.6	True	True	True	
CBS	ENSG00000160200.20	ENST00000398165.8	True	True	True	
CCIN	ENSG00000185972.7	ENST00000335119.4	True	True	True	
KYAT1	ENSG00000171097.16	ENST00000302586.8	True	True	True	
CCK	ENSG00000187094.14	ENST00000396169.7	True	True	True	
CCKAR	ENSG00000163394.6	ENST00000295589.4	True	True	True	
CCKBR	ENSG00000110148.12	ENST00000334619.7	True	True	True	
KRIT1	ENSG00000001631.19	ENST00000394505.7	True	True	True	
CCNA2	ENSG00000145386.13	ENST00000274026.10	True	True	True	
CCNB1	ENSG00000134057.17	ENST00000256442.10	True	True	True	
CCNC	ENSG00000112237.15	ENST00000520429.6	True	True	True	
CCND2	ENSG00000118971.11	ENST00000261254.8	True	True	True	
CCND3	ENSG00000112576.14	ENST00000372991.9	True	True	True	
CCNE1	ENSG00000105173.16	ENST00000262643.8	True	True	True	
CCNF	ENSG00000162063.15	ENST00000397066.9	True	True	True	
CCNG1	ENSG00000113328.23	ENST00000340828.7	True	True	True	
CCNG2	ENSG00000138764.17	ENST00000316355.10	True	True	True	
CCNH	ENSG00000134480.19	ENST00000256897.9	True	True	True	
CCNT1	ENSG00000129315.14	ENST00000261900.8	True	True	True	
CCNT2	ENSG00000082258.15	ENST00000264157.10	True	True	True	
CCT6A	ENSG00000146731.13	ENST00000275603.9	True	True	True	
CD1A	ENSG00000158477.9	ENST00000289429.6	True	True	True	
CD1B	ENSG00000158485.13	ENST00000368168.4	True	True	True	
CD1C	ENSG00000158481.14	ENST00000368170.8	True	True	True	
CD1D	ENSG00000158473.10	ENST00000674085.2	True	True	True	
CD1E	ENSG00000158488.18	ENST00000368167.8	True	True	True	
CD2	ENSG00000116824.7	ENST00000369478.4	True	True	True	
CD3D	ENSG00000167286.13	ENST00000300692.9	True	True	True	
CD3E	ENSG00000198851.12	ENST00000361763.9	True	True	True	
CD3G	ENSG00000160654.13	ENST00000532917.3	True	True	True	
CD247	ENSG00000198821.14	ENST00000362089.10	True	True	True	
CD4	ENSG00000010610.12	ENST00000011653.9	True	True	True	
CD5	ENSG00000110448.13	ENST00000347785.8	True	True	True	
CD5L	ENSG00000073754.7	ENST00000368174.5	True	True	True	
CD6	ENSG00000013725.16	ENST00000313421.11	True	True	True	
CD7	ENSG00000173762.10	ENST00000312648.8	True	True	True	
CD8A	ENSG00000153563.18	ENST00000283635.8	True	True	True	
CD8B	ENSG00000172116.25	ENST00000390655.12	True	True	True	
CD8B2	ENSG00000254126.9	ENST00000643224.2	True	True	True	
CD9	ENSG00000010278.17	ENST00000009180.10	True	True	True	
CD14	ENSG00000170458.17	ENST00000302014.11	True	True	True	
CD19	ENSG00000177455.15	ENST00000538922.8	True	True	True	
MS4A1	ENSG00000156738.20	ENST00000345732.9	True	True	True	
MS4A3	ENSG00000149516.16	ENST00000278865.8	True	True	True	
CD22	ENSG00000012124.19	ENST00000085219.10	True	True	True	
CD27	ENSG00000139193.6	ENST00000266557.4	True	True	True	
CD28	ENSG00000178562.20	ENST00000324106.9	True	True	True	
CD80	ENSG00000121594.14	ENST00000264246.8	True	True	True	
CD86	ENSG00000114013.17	ENST00000330540.7	True	True	True	
TNFRSF8	ENSG00000120949.16	ENST00000263932.7	True	True	True	
TNFSF8	ENSG00000106952.10	ENST00000223795.3	True	True	True	
CD33	ENSG00000105383.18	ENST00000262262.5	True	True	True	
SIGLEC6	ENSG00000105492.17	ENST00000425629.8	True	True	True	
CD34	ENSG00000174059.19	ENST00000310833.12	True	True	True	
CD36	ENSG00000135218.21	ENST00000447544.7	True	True	True	
SCARB1	ENSG00000073060.19	ENST00000261693.11	True	True	True	
SCARB2	ENSG00000138760.13	ENST00000264896.8	True	True	True	
CD37	ENSG00000104894.14	ENST00000323906.9	True	True	True	
CD38	ENSG00000004468.15	ENST00000226279.8	True	True	True	
ENTPD1	ENSG00000138185.22	ENST00000371205.5	True	True	True	
ENTPD2	ENSG00000054179.14	ENST00000355097.7	True	True	True	
ENTPD6	ENSG00000197586.15	ENST00000376652.9	True	True	True	
ENTPD3	ENSG00000168032.12	ENST00000301825.8	True	True	True	
ENTPD5	ENSG00000187097.15	ENST00000334696.11	True	True	True	
CD40	ENSG00000101017.17	ENST00000372285.8	True	True	True	
CD40LG	ENSG00000102245.10	ENST00000370629.7	True	True	True	
CD44	ENSG00000026508.23	ENST00000428726.8	True	True	True	
CD47	ENSG00000196776.19	ENST00000361309.6	True	True	True	
CD48	ENSG00000117091.12	ENST00000368046.8	True	True	True	
CD53	ENSG00000143119.17	ENST00000271324.6	True	True	True	
CD58	ENSG00000116815.18	ENST00000369489.10	True	True	True	
CD59	ENSG00000085063.20	ENST00000642928.2	True	True	True	
CD63	ENSG00000135404.14	ENST00000257857.9	True	True	True	
CD68	ENSG00000129226.16	ENST00000250092.11	True	True	True	
CD69	ENSG00000110848.8	ENST00000228434.7	True	True	True	
CD70	ENSG00000125726.13	ENST00000245903.4	True	True	True	
CD72	ENSG00000137101.15	ENST00000259633.9	True	True	True	
CD74	ENSG00000019582.19	ENST00000009530.13	True	True	True	
CD79A	ENSG00000105369.11	ENST00000221972.8	True	True	True	
CD79B	ENSG00000007312.16	ENST00000006750.8	True	True	True	
CD81	ENSG00000110651.15	ENST00000263645.10	True	True	True	
ADGRE5	ENSG00000123146.22	ENST00000242786.6	True	True	True	
CD151	ENSG00000177697.21	ENST00000397420.9	True	True	True	
CDA	ENSG00000158825.8	ENST00000375071.4	True	True	True	
CDK1	ENSG00000170312.19	ENST00000395284.8	True	True	True	
CDK11B	ENSG00000248333.11	ENST00000341832.11	True	True	True	
LRBA	ENSG00000198589.17	ENST00000651943.2	True	True	True	
CDC5L	ENSG00000096401.10	ENST00000371477.4	True	True	True	
SEPTIN7	ENSG00000122545.23	ENST00000350320.11	True	True	True	
CDC6	ENSG00000094804.14	ENST00000209728.9	True	True	True	
CDC20	ENSG00000117399.16	ENST00000310955.11	True	True	True	
CDC25A	ENSG00000164045.14	ENST00000302506.8	True	True	True	
CDC25B	ENSG00000101224.20	ENST00000245960.10	True	True	True	
CDC25C	ENSG00000158402.23	ENST00000323760.11	True	True	True	
CDC27	ENSG00000004897.14	ENST00000066544.8	True	True	True	
CDC34	ENSG00000099804.11	ENST00000215574.9	True	True	True	
CDC42	ENSG00000070831.20	ENST00000656825.1	True	True	True	
CDH1	ENSG00000039068.22	ENST00000261769.10	True	True	True	
CDH2	ENSG00000170558.12	ENST00000269141.8	True	True	True	
CDH3	ENSG00000062038.17	ENST00000264012.9	True	True	True	
CDH4	ENSG00000179242.17	ENST00000614565.5	True	True	True	
CDH5	ENSG00000179776.22	ENST00000341529.8	True	True	True	
CDH6	ENSG00000113361.15	ENST00000265071.3	True	True	True	
CDH7	ENSG00000081138.15	ENST00000397968.4	True	True	True	
CDH8	ENSG00000150394.16	ENST00000577390.6	True	True	True	
CDH9	ENSG00000113100.11	ENST00000231021.9	True	True	True	
CDH10	ENSG00000040731.12	ENST00000264463.8	True	True	True	
CDH11	ENSG00000140937.16	ENST00000268603.9	True	True	True	
CDH12	ENSG00000154162.17	ENST00000382254.6	True	True	True	
CDH13	ENSG00000140945.18	ENST00000567109.6	True	True	True	
CDH15	ENSG00000129910.10	ENST00000289746.3	True	True	True	
CDH16	ENSG00000166589.15	ENST00000299752.9	True	True	True	
CDH17	ENSG00000079112.12	ENST00000027335.8	True	True	True	
CDH18	ENSG00000145526.14	ENST00000382275.6	True	True	True	
CDK2	ENSG00000123374.12	ENST00000266970.9	True	True	True	
CDK3	ENSG00000250506.11	ENST00000448471.3	True	True	True	
CDK4	ENSG00000135446.19	ENST00000257904.11	True	True	True	
CDK5	ENSG00000164885.15	ENST00000485972.6	True	True	True	
CDK6	ENSG00000105810.12	ENST00000424848.3	True	True	True	
CDK7	ENSG00000134058.14	ENST00000256443.8	True	True	True	
CDK8	ENSG00000132964.15	ENST00000381527.8	True	True	True	
CDK9	ENSG00000136807.15	ENST00000373264.5	True	True	True	
CDKN1A	ENSG00000124762.17	ENST00000244741.10	True	True	True	
CDKN1B	ENSG00000111276.14	ENST00000228872.9	True	True	True	
CDKN1C	ENSG00000129757.17	ENST00000440480.8	True	True	True	
CDKN2A	ENSG00000147889.19	ENST00000304494.10	True	True	True	
CDKN2A	ENSG00000147889.19	ENST00000579755.2	True	True	True	
CDKN2B	ENSG00000147883.14	ENST00000276925.7	True	True	True	
CDKN2C	ENSG00000123080.14	ENST00000371761.4	True	True	True	
CDKN2D	ENSG00000129355.8	ENST00000393599.3	True	True	True	
CDKN3	ENSG00000100526.23	ENST00000335183.11	True	True	True	
CDO1	ENSG00000129596.7	ENST00000250535.5	True	True	True	
CDR2	ENSG00000140743.10	ENST00000268383.7	True	True	True	
CDS1	ENSG00000163624.8	ENST00000295887.6	True	True	True	
CDSN	ENSG00000204539.4	ENST00000376288.3	True	True	True	
CD52	ENSG00000169442.10	ENST00000374213.3	True	True	True	
CDX1	ENSG00000113722.19	ENST00000231656.13	True	True	True	
CDX2	ENSG00000165556.12	ENST00000381020.8	True	True	True	
CDX4	ENSG00000131264.5	ENST00000373514.3	True	True	True	
CLGN	ENSG00000153132.15	ENST00000325617.10	True	True	True	
CEACAM5	ENSG00000105388.19	ENST00000221992.11	True	True	True	
CEBPA	ENSG00000245848.3	ENST00000498907.3	True	True	True	
